,videoId,title,description,thumbnail,addedAt,viewCount,likeCount,commentCount
1386,vvDPjHst_ZU,5 Hilarious Indian Movie Special Effects That Made Audiences Cringe,"The complex nature of the work really is daunting but we feel that indian movies definitely have the potential to compete with big budget international films with respect to special effects! What do you think?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/vvDPjHst_ZU/sddefault.jpg,2018-08-18T05:01:27Z,190457,4811,497
1387,l92AzNyUW6k,5 Reasons Why ‘GOLD’ Will Not Be Regarded As A Classic,"What did you think of the movie?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/l92AzNyUW6k/sddefault.jpg,2018-08-16T00:49:15Z,98394,3148,705
1388,oNOYnipHRnc,10 Heartbreaking Bollywood Movie Moments That Made Audiences Cry! (2000s),"Check out Ayushman Jamwal's book here:-

https://www.snapdeal.com/product/silent-sun/686070647650#bcrumbSearch:silent%20sun

What, according to you are some gut wrenchingly sad moments from bollywood movies that have not been included in this list?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/oNOYnipHRnc/sddefault.jpg,2018-08-15T01:25:06Z,235769,8677,1304
1389,B8QUp54uN8Q,5 Hilarious Bollywood Movie Villains That Stole The Show! (2000s),"Its so refreshing to see bad guys have a sense of humor! These guys definitely were the show stoppers! What do you think?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/B8QUp54uN8Q/sddefault.jpg,2018-08-11T23:01:35Z,137050,4317,358
1390,9VLxhDqcofk,5 Regressive & Shocking Indian Movie Moments That Everyone Ignored!,"Isnt it crazy on how some of these moments are considered to be OK! Like the creators were like, 'YUP, THIS MAKES TOTAL SENSE!'. What do you think?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/9VLxhDqcofk/sddefault.jpg,2018-08-09T22:17:05Z,863271,24039,2032
1391,TbgNYMzMvGU,8 Risky & Disastrous Projects By Bollywood Actors That No One Saw!,"Sometimes these giant leaps of challenging roles and eccentric movies just doesn't work! Here are just some of those choices!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/TbgNYMzMvGU/sddefault.jpg,2018-08-07T01:49:56Z,186480,4238,442
1392,JL4_Sh1DdmM,5 Illogical Indian Movie Moments That Had Audiences Laughing!,"MATLABBB KUCHH BHI! HAHA!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/JL4_Sh1DdmM/sddefault.jpg,2018-08-01T17:34:20Z,586480,14761,1573
1393,m9j_4E6Rzog,7 Most Paused Bollywood Movie Moments,"Are you guys guilty of pausing any of these moments! Let me know in the comments below! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/m9j_4E6Rzog/sddefault.jpg,2018-07-31T10:04:21Z,357018,7194,296
1394,oH7ttB7TaiM,5 Times Indian Celebrities Unapologetically Roasted Famous Actors,"Its quite brave for some of these actors not to really care about the consequences of their statements! But thats what we love about these moments the most! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/oH7ttB7TaiM/sddefault.jpg,2018-07-26T10:38:16Z,652728,14105,1037
1395,VPBz7QCCv5A,5 Reasons Why ‘Dhadak’ Missed The Mark & No One Is Talking About It!,"The film definitely did impress in bits and pieces but sadly did miss the mark! Comparisons with the original were inevitable and SAIRAT was just more heartbreaking and engaging! What do you think?

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/VPBz7QCCv5A/sddefault.jpg,2018-07-21T06:31:31Z,354797,6545,815
1396,dw12axxjjLo,8 Indian Movie Moments That Were Way Too ‘Explicit’ For Theatres,"Its so crazy to me that a body can be so inconsistent with respect to what they find offensive or appropriate! Irrespective here are some moments that were not suitable for indian viewers, APPARENTLY!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/dw12axxjjLo/sddefault.jpg,2018-07-19T07:54:19Z,2473085,26647,795
1397,TKbp-Fou2HY,10 Most Iconic & Memorable Rants/Meltdowns In Bollywood Movies,"These are such memorable moments from these films! The impact that a good actor and impressive writing has on a scene is clearly showcased through this video!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/TKbp-Fou2HY/sddefault.jpg,2018-07-17T06:08:36Z,274500,8480,893
1398,3EkQkAyzsmM,8 Spectacular English-Language Indian Films No One Talks About!,"We have so many gems in the english language! We highly recommend some of these spectacular films!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/3EkQkAyzsmM/sddefault.jpg,2018-07-10T03:17:31Z,267039,7928,568
1399,aNe_ZP2aqko,5 Illogical & Embarrassing Bollywood Song Lyrics That Will Make You Cringe,"These might be some of the funniest and absurd lyrics you might have ever heard! I just love exploring for these gems on the internet!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/aNe_ZP2aqko/sddefault.jpg,2018-07-06T06:34:37Z,160870,4753,598
1400,wHEyavare4U,5 Bollywood Films That Mysteriously Disappeared Without Releasing In Theatres,"We cant even fathom a movie not reaching audiences in theatres after so much investment and effort in creating it! Would you want to see these films?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/wHEyavare4U/sddefault.jpg,2018-07-04T09:28:18Z,573754,5007,272
1401,wAHC4qxwGxQ,5 Worst Fashion Blunders/ Costume Design In Bollywood Movies,"Isn't it so interesting to think what the designers were thinking while creating these whacky over the top clothes! What is your opinion?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/wAHC4qxwGxQ/sddefault.jpg,2018-07-01T08:37:36Z,1850671,18766,1010
1402,EpJm0p6AQL8,5 Reasons Why ‘Sanju’ Is Definitely Worth Your Time & Money,"What did you think of the movie? I absolutely loved the movie going experience and highly recommend this one! The performances are truly worth it to witness! 

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/EpJm0p6AQL8/sddefault.jpg,2018-06-29T11:58:36Z,339251,9877,857
1403,xGOTRcpD2mQ,Why The 2018 IIFA Awards Will Be Remembered Forever!,"It was such a great award ceremony altogether! Props to everyone who really did create something so special and memorable! What do you guys think?

What did you think of these moments?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/xGOTRcpD2mQ/sddefault.jpg,2018-06-26T05:47:43Z,370709,6913,439
1404,wcyjMFGMO_g,8 Terrible Performances By The Most Talented Bollywood Actors,"I find it so shocking when our favourite actors put forth some embarrassing performances! Whats your opinion?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/wcyjMFGMO_g/sddefault.jpg,2018-06-23T11:00:01Z,1894089,17070,2167
1405,-8Y4Bpg41Ik,7 Underappreciated Bollywood Movies You Already Missed In 2018,"Its sad that such good content doesn't get appreciated by the masses! Please do check them as soon as they are available on various platforms like Netflix & Amazon Prime! Cheers :)

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/-8Y4Bpg41Ik/sddefault.jpg,2018-06-20T10:39:07Z,126992,4480,599
1406,BUd6mIEN_no,5 Reasons Why 'Race 3' Was An Absolute Waste Of Time!,"What did you think of the movie? Did you have as much fun as me?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/BUd6mIEN_no/sddefault.jpg,2018-06-18T11:17:44Z,773191,15111,2180
1407,MbOMuEzxBw8,,,,2018-06-16T02:32:12Z,,,
1408,OrINZ5ugKfo,8 Underrated Romantic Bollywood Films Everyone Just Forgot About! (2000s),"List down some films you think didn't get the credit they deserved! There are so many so i thought of presenting just some i felt are worth a watch! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/OrINZ5ugKfo/sddefault.jpg,2018-06-13T01:49:00Z,391182,9627,1181
1409,Qnl-5B72MC8,5 Times Indian Celebrities Embarrassed Themselves In Interviews,"In this day and age i understand its so tough to be politically correct and perfect all the time! But i couldn't help but talk about these moments! What did you think?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/Qnl-5B72MC8/sddefault.jpg,2018-06-11T01:38:38Z,1295187,25718,1513
1410,qq5Whu7a_RA,5 Indian TV Shows/Serials That Are Blatantly Ripped Off From Bollywood Movies,"did you notice how these tv shows took influence from bollywood movies or was it just me? Let me know in the comments below!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/qq5Whu7a_RA/sddefault.jpg,2018-06-05T19:51:10Z,256291,6881,359
1411,GE9EraMDf8E,5 Movie Moments That Showcase Everything Wrong With 80s Bollywood!,"Isn't it so interesting! Literally, the film industry was like the wild west in the 80s! Anything goes. What do you think?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/GE9EraMDf8E/sddefault.jpg,2018-06-03T01:43:15Z,391411,7088,734
1412,9uc327yNwwI,Why ‘Sanju’ Is Rajkumar Hirani & Ranbir Kapoor’s Biggest Challenge!,"Do you think the movie is going to be a success? I wish it is but i am also skeptical about a few things! Let me know in the comments below :)

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/9uc327yNwwI/sddefault.jpg,2018-06-01T00:02:17Z,88326,3092,298
1413,1XIHxNpGmXs,5 Most Embarrassing Bollywood Films of 2018 So Far,"What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/1XIHxNpGmXs/sddefault.jpg,2018-05-29T23:44:50Z,250516,4900,321
1414,d9KTSiY6i38,8 Indian Movie Roles That Actors Found Extremely Tough To Film!,"Talk about some of the experiences these actors have had while preparing for roles or scenes! Doesn’t it sound scary and daunting! What do you guys think?


What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/d9KTSiY6i38/sddefault.jpg,2018-05-28T12:45:56Z,298375,7321,460
1415,ZglsNoMOGgI,5 Upcoming Interesting Bollywood Movie Projects In 2018 That No One Is Talking About!,"Do you think these upcoming films will do well? Its quite interesting to see so many off beat projects in the line up! Tell me your thoughts in the comments below!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/ZglsNoMOGgI/sddefault.jpg,2018-05-26T08:47:32Z,164681,2148,137
1416,fOXZjVemgH4,5 Hilarious & Unintentionally Funny Moments In Indian Horror Movies,"Isn’t it so awkward when you bust out hysterically laughing at a scene that you weren’t supposed to! Well this video exactly showcases some of those moments! Hope you guys love it :)


What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/fOXZjVemgH4/sddefault.jpg,2018-05-24T09:59:20Z,333621,6735,323
1417,hb-A0dBlOQY,5 Upcoming Exciting Bollywood Movies That Will Break All Box Office Records!,"Some really exciting projects that are destined to become hits in my opinion! What do you guys think? Do you agree?

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/hb-A0dBlOQY/sddefault.jpg,2018-05-22T23:06:26Z,278795,5373,746
1418,bXdPIA4BRRc,The Most Off-Beat Bollywood Hero Who Deserves Way More Success,"Would you agree that Abhay Deol is one of the most underrated actors in bollywood? And are you excited for the horror comedy Nanu Ki Jaanu!?

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/bXdPIA4BRRc/sddefault.jpg,2018-04-14T11:32:54Z,80766,3274,364
1419,yVgeQUl2A9I,The Most Off-Beat & Experimental Bollywood Hero Who Deserves Way More Success,"Would you agree that Abhay Deol is one of the most underrated actors in bollywood? And are you excited for the horror comedy Nanu Ki Jaanu!?

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/yVgeQUl2A9I/sddefault.jpg,2018-04-14T08:50:52Z,105,3,0
1420,ulBaCGa6CPE,The Most Off-Beat & Experimental Bollywood Hero Who Deserves Way More Success,"Would you agree that Abhay Deol is one of the most underrated actors in bollywood? And are you excited for the horror comedy Nanu Ki Jaanu!?

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/ulBaCGa6CPE/sddefault.jpg,2018-04-14T04:13:32Z,103,3,0
1421,npv3VqeWPZ4,The Most Off-Beat & Experimental Bollywood Hero Who Deserves Way More Success,"Would you agree that Abhay Deol is one of the most underrated actors in bollywood?

What did you think of the video?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/npv3VqeWPZ4/sddefault.jpg,2018-04-13T05:17:36Z,115,7,0
1422,-GN9Kt-99aI,5 Classic & Legendary Bollywood Songs You Didn’t Know Were Copied,"On studying some of the classic songs further, we were shocked and disgruntled to notice that even some of our own memorable beats have been taken from international songs. Discussing just some to break your heart

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/-GN9Kt-99aI/sddefault.jpg,2018-04-12T00:37:13Z,392330,8545,979
1423,DFbMXI59xdY,5 Embarrassing & Offensive Moments Of Racism In Bollywood Movies,"There are very few films in India that showcase the stories of these sections of people. However most of the films do not stray away from going out of their way to exaggerate and demean these sections at the same time. Here are just some of the moments!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/DFbMXI59xdY/sddefault.jpg,2018-04-08T16:32:08Z,611891,13065,1143
1424,9-sGTYtLOHo,5 Iconic Bollywood Movie Villains That Don't Come In Films Anymore,"This feature of menacing characters is slowly fading away in bollywood, with only a few actors taking the risk of portraying these unredeemable individuals. Discussing some memorable villains that have slowly faded away into the abyss to only feature in either nothing or just b grade films


What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/9-sGTYtLOHo/sddefault.jpg,2018-04-06T08:35:08Z,146327,3411,349
1425,HsO87eZgW4U,5 Inconsequential Small Roles By Indian Celebrities Before They Became Famous,"When we focus on certain celebrities working in the indian film industry, you seem to admire the days when they were still finding themselves, struggling to get work and finally reaping the benefits of such a hard journey by keeping at it!


What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/HsO87eZgW4U/sddefault.jpg,2018-04-03T02:17:15Z,307021,3859,206
1426,UXqaXurOpcU,5 Bollywood Overacting Moments That Will Leave You Speechless & In Disbelief,"Be it an action packed chase sequence, a romantic confession or even a dramatic speech, the strength of any sequence is highly dependent on how the actor performs it. Sometimes however, the acting is completely disconnected or over the top to the point where its extremely evident that the actor lacks the skill of fully immersing in a role. Discussing moments which will simply make your jaw drop or end up in hysterical laughter!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/UXqaXurOpcU/sddefault.jpg,2018-03-29T07:08:54Z,1552480,17858,1738
1427,QvqQE572AqM,8 Amazing Bollywood Actors Audiences Want To See In More Movies,"There are so many talented individuals in the film industry and we desperately want to see them feature in more movies. Rather than promoting average actors, it'll be awesome if we see these celebrities in more movies. 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/QvqQE572AqM/sddefault.jpg,2018-03-26T08:41:09Z,211531,4350,635
1428,wFV0yR9syzg,5 Bollywood Movie Dialogues That Would Never Be Approved Today,"Talk about classic bollywood movies being Sanskari and our generation of films being sleazy, WE DON'T AGREE! Here are just some of the examples of how indian films didn't hesitate one bit in the 20th Century. 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/wFV0yR9syzg/sddefault.jpg,2018-03-24T01:46:45Z,1541214,13117,903
1429,FjCKYNZKpmM,8 Bollywood Careers That Ended Even Before They Took Off!,"So many actors appear in their debut films, hoping that they will have a long and successful career! Sadly, thats not always the case and we see many actors come briefly in films and just disappear. 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/FjCKYNZKpmM/sddefault.jpg,2018-03-18T02:26:50Z,471536,9505,565
1430,EFv_1NquaFU,5 Outstanding Bollywood Singers You Didn’t Know Were Reality Show Contestants,"Such inspiring stories of singers being determined and making it big in the film industry! These throwbacks are really motivating for any unknown singer to witness! Journeys of never giving up and believing in yourself, no matter what the dream! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/EFv_1NquaFU/sddefault.jpg,2018-03-14T08:04:28Z,193694,4296,447
1431,OyeBBoD1Cmg,Shocking Bollywood Movie Endings That Literally Made No Sense Whatsoever!,"The 80s and 90s in bollywood will literally blow anyones mind away! Of course this is not a reflection of every movie that came out in the two decades but we feel like after going through these films, all the sequences have been etched in our memory for eternity!

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/OyeBBoD1Cmg/sddefault.jpg,2018-03-08T01:18:41Z,1132310,12514,1243
1432,k5g8Mi5tEjQ,5 Embarrassing Bollywood Movies Indian Actors Hated Doing!,"Usually actors in the film industry stick with their choices and feel like irrespective of the movies turning out to be bad, its a part of the journey and learning from your mistakes. But these actors openly admitted to hating being part of certain films! 


What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/k5g8Mi5tEjQ/sddefault.jpg,2018-03-04T12:04:22Z,68859,1793,215
1433,nFd8f_nHb0g,10 Underrated Bollywood Suspense Thriller Movies You Need To Watch Now! (2000s),"Movies that keep you guessing till the very end are so exciting to watch! Sadly there are very few films in India that evoke such emotions from audiences. Here is a list of some of the most underrated films in the suspense thriller genre. 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/nFd8f_nHb0g/sddefault.jpg,2018-03-03T12:47:52Z,383239,8564,617
1434,0zdgK4m-HQQ,5 Absolutely Bizarre Indian Movie Scenes That Will Leave You Speechless,"We have been marred by illogical sequences like these in bollywood movies for decades. The fact that the creators thought that all of this made perfect sense is way beyond our understanding. Discussing just some of them for your entertainment! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/0zdgK4m-HQQ/sddefault.jpg,2018-02-21T11:08:01Z,2250228,21771,1921
1435,gLc1JPvEXP4,5 Outstanding Pakistani Films Everyone Should Watch Before They Die,"Many people dont know about the absolute gems across the border when it comes to cinema! Here's our take on some of the brilliant films from Pakistan you should surely check out! 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/gLc1JPvEXP4/sddefault.jpg,2018-02-19T23:41:28Z,273632,7881,951
1436,YxY2A8zeLFI,8 Impressive Bollywood Performances By Below Average Actors That Shocked Everyone,"There are just so many below average actors that constantly get movie roles and offers but there are sometimes they surprisingly impress us in films! Discussing just some of those moments, Here's the Video :)

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/YxY2A8zeLFI/sddefault.jpg,2018-02-16T21:35:17Z,247152,6009,724
1437,Ks4zhS4Tz1M,5 Amazing Bollywood Movie Performances In 2018 That No One Is Talking About,"There are some performances that are constantly celebrated and praised in the news and in various forums post their release. While these impressive performances deserve all the praise, other actors who either were subjected to a weaker film or contributed significantly to a movie where they were not the lead character are forgotten! Here are some of the impressive but less talked about character portrayals till now in 2018. 

What did you think of the list?

Dont forget to smash the like button and Subscribe to the Channel for Weekly Content!

Stay tuned for more ahead!

Follow me on instagram:-

Anmol Jamwal: instagram.com/jammypants4

Like our Facebook Page:-

https://www.facebook.com/TRP100/",https://i.ytimg.com/vi/Ks4zhS4Tz1M/sddefault.jpg,2018-02-14T10:30:52Z,195023,3314,248
